package_name,version,application_type,Category
"2025-03 Cumulative Update Preview for .NET Framework 3.5 and 4.8.1 for Windows 11, version 23H2 for ARM64 (KB5054980) ",March 2025,Security,Office Productivity
2025-03 Cumulative Update Preview for Windows 11 Version 22H2 for x64-based Systems (KB5053657) ,March 2025,Security,Office Productivity
2025-03 Cumulative Update Preview for Windows 10 Version 22H2 for ARM64-based Systems (KB5053643) ,March 2025,Security,Office Productivity
"2025-03 Cumulative Update Preview for .NET Framework 3.5 and 4.8.1 for Windows 11, version 23H2 for x64 (KB5054980) ",March 2025,Security,Office Productivity
2025-03 Safe OS Dynamic Update for Windows 11 Version 24H2 for x64-based Systems (KB5054686),March 2025,Security,Office Productivity
2025-03 Setup Dynamic Update for Windows 11 Version 24H2 for x64-based Systems (KB5054981),March 2025,Security,Office Productivity
2025-03 Safe OS Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5054686),March 2025,Security,Office Productivity
2025-03 Setup Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5054981),March 2025,Security,Office Productivity
2025-03 Safe OS Dynamic Update (KB5054059),March 2025,Security,Office Productivity
2025-03 Setup Dynamic Update for Windows 11 Version 22H2 for x64-based Systems (KB5056378),March 2025,Security,Office Productivity
2025-03 Setup Dynamic Update for Windows 11 Version 23H2 for arm64-based Systems (KB5056378),March 2025,Security,Office Productivity
2025-03 Safe OS Dynamic Update for Microsoft server operating system version 24H2 for x64-based Systems (KB5053143),March 2025,Security,Office Productivity
2025-03 Setup Dynamic Update for Microsoft server operating system version 24H2 for x64-based Systems (KB5053387),March 2025,Security,Office Productivity
2025-02 Safe OS Dynamic Update for Windows 11 Version 24H2 for x64-based Systems (KB5053143),February 2025,Security,Office Productivity
2025-02 Setup Dynamic Update for Windows 11 Version 24H2 for x64-based Systems (KB5053387),February 2025,Security,Office Productivity
2025-02 Setup Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5053387),February 2025,Security,Office Productivity
2025-02 Safe OS Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5053143),February 2025,Security,Office Productivity
2025-02 .NET 9.0.2 Update for x64 Server (KB5052979),February 2025,Security,Office Productivity
2025-02 .NET 8.0.13 Update for x86 Client (KB5052978),February 2025,Security,Office Productivity
2025-02 .NET 8.0.13 Update for x64 Client (KB5052978),February 2025,Security,Office Productivity
2025-02 .NET 8.0.13 Update for ARM64 Client (KB5052978),February 2025,Security,Office Productivity
2025-02 .NET 9.0.2 Update for ARM64 Client (KB5052979),February 2025,Security,Office Productivity
2025-02 Setup Dynamic Update for Windows 11 Version 23H2 for x64-based Systems (KB5053485),February 2025,Security,Office Productivity
2025-02 Safe OS Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5053426),February 2025,Security,Office Productivity
2025-02 Setup Dynamic Update for Windows 11 Version 22H2 for arm64-based Systems (KB5053485),February 2025,Security,Office Productivity
2025-02 Safe OS Dynamic Update (KB5052424),February 2025,Security,Office Productivity
2025-02 Safe OS Dynamic Update for Microsoft server operating system version 24H2 for x64-based Systems (KB5053426),February 2025,Security,Office Productivity
2025-02 Setup Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5053424),February 2025,Security,Office Productivity
2025-02 Setup Dynamic Update for Windows 11 Version 24H2 for x64-based Systems (KB5053424),February 2025,Security,Office Productivity
2025-01 Setup Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5050758),January 2025,Security,Office Productivity
2025-01 Safe OS Dynamic Update for Windows 11 Version 24H2 for x64-based Systems (KB5053117),January 2025,Security,Office Productivity
2025-01 Setup Dynamic Update for Windows 11 Version 24H2 for x64-based Systems (KB5050758),January 2025,Security,Office Productivity
2025-01 Safe OS Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5053117),January 2025,Security,Office Productivity
"2025-01 Dynamic Update for Microsoft server operating system, version 22H2 for x64-based Systems (KB5050201)",January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 1809 for x64-based Systems (KB5050198),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 1809 for x86-based Systems (KB5050198),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 1607 for x86-based Systems (KB5050120),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 21H2 for ARM64-based Systems (KB5050199),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 22H2 for x86-based Systems (KB5050199),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 21H2 for x64-based Systems (KB5050199),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Microsoft server operating system for x64-based Systems (KB5050201),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 22H2 for x64-based Systems (KB5050199),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 1507 for x64-based Systems (KB5050121),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 21H2 for x86-based Systems (KB5050199),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 1607 for x64-based Systems (KB5050120),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 1507 for x86-based Systems (KB5050121),January 2025,Security,Office Productivity
2025-01 Dynamic Update for Windows 10 Version 22H2 for ARM64-based Systems (KB5050199),January 2025,Security,Office Productivity
2025-01 Safe OS Dynamic Update (KB5050200),January 2025,Security,Office Productivity
2025-01 Safe OS Dynamic Update for Microsoft server operating system version 24H2 for x64-based Systems (KB5050119),January 2025,Security,Office Productivity
2025-01 Safe OS Dynamic Update for Windows 11 Version 24H2 for arm64-based Systems (KB5050119),January 2025,Security,Office Productivity
2025-01 Safe OS Dynamic Update for Microsoft server operating system version 23H2 for x64-based Systems (KB5050118),January 2025,Security,Office Productivity
HandBrake,1.9.2,Video,Office Productivity
HandBrake (x86_64),1.9.1,Video,Office Productivity
HandBrake (arm64),1.9.1,Video,Office Productivity
HandBrake (x86_64),1.9.0,Video,Office Productivity
HandBrake (arm64),1.9.0,Video,Office Productivity
HandBrake,1.8.2,Video,Office Productivity
HandBrake (arm64),1.8.2,Video,Office Productivity
AnyDesk,9.5.1,remote access,Remote Access Tools
VR Desktop,2025-04-15,virtualization,Virtualization Tools
Terraform (386),1.11.4,Command Line,Scripting Tools
Terraform (AMD 64),1.11.4,Command Line,Scripting Tools
Mumble (x64),1.5.735,Voice Chat,Office Productivity
CCleaner,6.34,Disk Accelerator,Office Productivity
PostgreSQL (x86-64),17.4,Database,Database Tools
PostgreSQL (x86-64),16.8,Database,Database Tools
PostgreSQL (x86-64),15.12,Database,Database Tools
PostgreSQL (x86-64),14.17,Database,Database Tools
PostgreSQL (x86-64),13.20,Database,Database Tools
Media Monkey,2024.1,Music,Office Productivity
Jaangle,2025-04-15,Music,Office Productivity
MusicBee,3.6.9202,Music,Office Productivity
YubiKey Manager,1.2.6,Security,Office Productivity
YubiKey Manager (x86),1.2.6,Security,Office Productivity
Yubico Authenticator,7.2.0,Security,Office Productivity
YubiKey Minidriver - CAB,4.6.3.252,System Software,System Administration Tools
YubiKey Minidriver for 32-bit systems - Windows Installer,4.6.3.252,System Software,System Administration Tools
YubiKey Minidriver for 64-bit systems - Windows Installer,4.6.3.252,System Software,System Administration Tools
Yubico PIV Tool (command line),2.7.0,Security,Scripting Tools
Yubico Login for Windows 10/11 (64 bit),2.1.1,Security,Office Productivity
Yubico Login for Windows 10 (32 bit),2.0.3,Security,Office Productivity
Discord,2025-04-16,Messenger,Communication Tools
TeamsSpeak TS6 Client,6.0.0-beta2,Communication,Communication Tools
Handy Backup,8.6.2,Backup,System Administration Tools
HDDGURU HDD Raw Copy Tool (installer),1.20,Tool,Office Productivity
HDDGURU HDD Raw Copy Tool (executable),1.20,Tool,Office Productivity
HDDGURU HDD Raw Copy Tool (installer),1.10,Tool,Office Productivity
HDDGURU HDD Raw Copy Tool (executable),1.10,Tool,Office Productivity
HDDGURU HDD LLF Low Level Format Tool (installer),4.50,Tool,Office Productivity
HDDGURU HDD LLF Low Level Format Tool (executable),4.50,Tool,Office Productivity
HDDGURU HDD Wipe Tool,2.35 build 1178,Disk Wiper,Office Productivity
HDDGURU HDD Wipe Tool,2.20 build 1098,Disk Wiper,Office Productivity
HDDGURU Magic Boot Disk,2.0,Boot disk,System Administration Tools
HDDGURU HDDScan,3.1,Diagnostic,System Administration Tools
HDDGURU HDDScan,3.0,Diagnostic,System Administration Tools
HDDGURU HDDScan,2.8,Diagnostic,System Administration Tools
HDDGURU HDDScan,2.7,Diagnostic,System Administration Tools
HDDGURU HDDScan,2.6,Diagnostic,System Administration Tools
HDDGURU HDDScan,2.5,Diagnostic,System Administration Tools
PowerShell Universal,5.5.1,Script ,Scripting Tools
PowerShell Universal,4.5.3,Script ,Scripting Tools
PowerShell Universal - Desktop,4.5.3,Script ,Scripting Tools
Update for Windows Security platform - KB5007651,10.0.27840.1000,Security,Office Productivity
2025-04 .NET 8.0.15 Security Update for x64 Server (KB5056686) ,April 2025,Security,Office Productivity
2025-04 .NET 9.0.4 Security Update for x86 Client (KB5056687) ,April 2025,Security,Office Productivity
2025-04 .NET 9.0.4 Security Update for x64 Client (KB5056687) ,April 2025,Security,Office Productivity
2025-04 .NET 8.0.15 Security Update for x86 Client (KB5056686) ,April 2025,Security,Office Productivity
2025-04 .NET 8.0.15 Security Update for ARM64 Client (KB5056686) ,April 2025,Security,Office Productivity
2025-04 .NET 9.0.4 Security Update for ARM64 Client (KB5056687) ,April 2025,Security,Office Productivity
2025-04 Cumulative Update Preview for Windows 11 Version 22H2 for arm64-based Systems (KB5055629) ,April 2025,Security,Office Productivity
"2025-04 Cumulative Update Preview for .NET Framework 3.5 and 4.8.1 for Windows 11, version 22H2 for ARM64 (KB5056580) ",April 2025,Security,Office Productivity
2025-04 Cumulative Update Preview for Windows 10 Version 22H2 for x86-based Systems (KB5055612) ,April 2025,Security,Office Productivity
2025-04 Cumulative Update for Windows 11 Version 22H2 for arm64-based Systems (KB5058919) ,April 2025,Security,Office Productivity
2025-04 Cumulative Update for Windows 11 Version 23H2 for x64-based Systems (KB5058919),April 2025,Security,Office Productivity
2025-04 Dynamic Cumulative Update for Windows 10 Version 22H2 for x64-based Systems (KB5055518) ,April 2025,Security,Office Productivity
2025-04 Dynamic Cumulative Update for Windows 10 Version 22H2 for ARM64-based Systems (KB5055518) ,April 2025,Security,Office Productivity
2025-04 Dynamic Cumulative Update for Windows 10 Version 21H2 for x86-based Systems (KB5055518) ,April 2025,Security,Office Productivity
2025-04 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows Server 2019 for x64 (KB5055175) ,April 2025,Security,Office Productivity
2025-04 Cumulative Update for .NET Framework 3.5 and 4.7.2 for Windows Server 2019 for x64 (KB5054695) ,April 2025,Security,Office Productivity
"2025-04 Cumulative Update for .NET Framework 3.5, 4.8 and 4.8.1 for Windows 10 Version 21H2 (KB5055682)         ",April 2025,Security,Office Productivity
"2025-04 Cumulative Update for .NET Framework 3.5, 4.7.2 and 4.8 for Windows Server 2019 for x64 (KB5055681) ",April 2025,Security,Office Productivity
"2025-03 Cumulative Update Preview for .NET Framework 3.5 and 4.8.1 for Windows 11, version 24H2 for x64 (KB5054979) ",March 2025,Security,Office Productivity
VirtualBox,7.1.8,virtualization,Virtualization Tools
South Of Midnight,1.1.2.0,Game,Kiosk / Public Access Software
VirtualBox,7.0.26,virtualization,Virtualization Tools
IVPN,3.14.29,vpn,VPN Client
GO,1.24.5,Programming Language,Office Productivity
33 Immortals,0.62.8847.0,Game,Kiosk / Public Access Software
Against the Storm,1.7.6.0,Game,Kiosk / Public Access Software
Aliens- Dark Descent - Windows,1.0.0.0,Game,Kiosk / Public Access Software
ARK- Survival Ascended,1.65.1.0,Game,Kiosk / Public Access Software
Atomfall,1.6.36.0,Game,Kiosk / Public Access Software
Blue Prince,1.0.13.0,Game,Kiosk / Public Access Software
Cassette Beasts,1.8.0.0,Game,Kiosk / Public Access Software
Cities- Skylines II - PC Edition,1.2.5.0,Game,Kiosk / Public Access Software
Clair Obscur- Expedition 33,1.2.0.0,Game,Kiosk / Public Access Software
Commandos- Origins (Win),1.7.6743.0,Game,Scientific / Research Software
Core Keeper,1.1.6.0,Game,Kiosk / Public Access Software
Cricket 24 (Win10),1.12.0.0,Game,Kiosk / Public Access Software
Crime Scene Cleaner,1.0.3.0,Game,Kiosk / Public Access Software
Crusader Kings III,1.1.169.0,Game,Kiosk / Public Access Software
982A54CE-DEB6-4401-B29B-48019F8D2ABD,1.0.4.0,Game,Kiosk / Public Access Software
Crypt Custodian,1.0.2.0,Game,Kiosk / Public Access Software
DRAGON BALL XENOVERSE 2,2.2.2.0,Game,Kiosk / Public Access Software
Kulebra and the Souls of Limbo,1.1.1.0,Game,Kiosk / Public Access Software
Metaphor ReFantazio,1.0.134.0,Game,Kiosk / Public Access Software
Monster Train 2,1.0.12001.0,Game,Kiosk / Public Access Software
Police Simulator- Patrol Officers,17.1.1.0,Game,Kiosk / Public Access Software
Retro Classics,3.3.15.0,Game,Kiosk / Public Access Software
Spray Paint Simulator,1.0.14.0,Game,Kiosk / Public Access Software
Symphonia,1.0.3.0,Game,Kiosk / Public Access Software
Teenage Mutant Ninja Turtles- Mutants Unleashed,1.0.7.0,Game,Build Tools
Tempopo,2025.4.28.0,Game,Kiosk / Public Access Software
Terra Invicta,0.4.90.0,Game,Kiosk / Public Access Software
theHunter- Call of the Wild - Windows 10,28.4446.13487.0,Game,Kiosk / Public Access Software
Trailmakers,210.69.138.0,Game,Kiosk / Public Access Software
Vampire Survivors,1.13.109.0,Game,Kiosk / Public Access Software
Volcano Princess,1.8.0.0,Game,Kiosk / Public Access Software
Barotrauma,,Game,Kiosk / Public Access Software
Timberborn,,Game,Kiosk / Public Access Software
Clair Obscur: Expedition 33,,Game,Kiosk / Public Access Software
DEATH STRANDING DIRECTOR'S CUT,,Game,Kiosk / Public Access Software
Captain of Industry,,Game,Kiosk / Public Access Software
Teardown,,Game,Kiosk / Public Access Software
PEAK,,Game,Kiosk / Public Access Software
情感反诈模拟器,,Game,Kiosk / Public Access Software
Schedule I,,Game,Kiosk / Public Access Software
S.T.A.L.K.E.R. 2: Heart of Chornobyl,,Game,Kiosk / Public Access Software
美女，请别影响我成仙,,Game,Kiosk / Public Access Software
Soulstone Survivors,,Game,Kiosk / Public Access Software
ELDEN RING NIGHTREIGN,,Game,Kiosk / Public Access Software
REMATCH,,Game,Kiosk / Public Access Software
Dune: Awakening,,Game,Kiosk / Public Access Software
33 Immortals,0.65.9656.0,Game,Kiosk / Public Access Software
Age of Mythology- Retold Standard Edition,100.18.34798.0,Game,Kiosk / Public Access Software
"Warhammer 40,000- Space Marine - Master Crafted Edition",1.0.17.0,Game,Kiosk / Public Access Software
Persona5: The Phantom X,,Game,Kiosk / Public Access Software
Clicker Cuties - Anime Idler,,Game,Kiosk / Public Access Software
Shadowverse: Worlds Beyond,,Game,Kiosk / Public Access Software
Umamusume: Pretty Derby,,Game,Kiosk / Public Access Software
Wuthering Waves,,Game,Kiosk / Public Access Software
Blood Strike,,Game,Kiosk / Public Access Software
SMITE 2,,Game,Kiosk / Public Access Software
Game of Thrones: Kingsroad,,Game,Kiosk / Public Access Software
Fish Idle 2: Underwater Mystery,,Game,Kiosk / Public Access Software
SuperF4,1.4,Program Killer,Office Productivity
Proton Mail ,dl 2025-07-10,Mail and List Manager,Communication Tools
DeepFace Lab,384.92.72.22,Deepfakes,Office Productivity
DeepFace Lab,dl. 2025-07-11,Deepfakes,Office Productivity
Repetier,2.3.2,3D Printing ,CAD / Engineering Tools
Bulk Rename Utility ,4.0.0.9,Renaming Utility,Office Productivity
Handy Backup,8.6.4,Backup,System Administration Tools
KeePass,2.59,password manager,Office Productivity
KeePass,1.43,password manager,Office Productivity
pgAdmin 4,9.5,Development Platform,Development Tools
Ant Renamer,2.13,Renaming Utility,Build Tools
FaceSwap,2.10,Deepfakes,Office Productivity
OONI Probe ,3.10,Information Manager,Office Productivity
OpenStego,0.8.6,Steganography,Office Productivity
Steghide,0.5.1,Steganography,Office Productivity
ReNamer,7.8,File Renaming,Office Productivity
ReNamer Installer,7.6,File Renaming,Office Productivity
Python,3.13.5,Programming Language,Data Science Tools
Python ,3.13.5,Programming Language,Data Science Tools
Python,3.14,Programming Language,Data Science Tools
XYplorer,21.10.0200,File Management,Office Productivity
ScreenToGif Package (ARM 64),2.41.5,Screen Recorder,Office Productivity
ScreenToGif Installer (ARM 64),2.41.5,Screen Recorder,Office Productivity
ScreenToGif Portable (ARM 64),2.41.5,Screen Recorder,Office Productivity
ScreenToGif Package (64-bit),2.41.5,Screen Recorder,Office Productivity
